InvoiceNo;Order
Invoice570;cider,eggs,chocolate,low fat yogurt
Invoice571;frozen vegetables,cider,eggs,french fries
Invoice572;yams,cookies,toothpaste
Invoice573;mineral water,milk,escalope,champagne,hot dogs,fresh bread
Invoice574;ham,herb & pepper,spaghetti,mineral water,chocolate,pancakes,eggs
Invoice575;pepper,mineral water,escalope,shallot,protein bar,white wine
Invoice576;turkey,parmesan cheese,spaghetti,meatballs,butter
Invoice577;herb & pepper,eggs,escalope
Invoice578;herb & pepper
Invoice579;burgers,escalope,shallot
Invoice580;chocolate,pepper,tomato sauce,tomato juice
Invoice581;cookies
Invoice582;burgers,ground beef,spaghetti,mineral water,escalope,melons
Invoice583;frozen vegetables,mineral water,soup,milk,olive oil
Invoice584;turkey,eggs,french fries,asparagus,low fat yogurt,zucchini
Invoice585;burgers,frozen vegetables,gums
Invoice586;herb & pepper,frozen vegetables,ground beef,milk
Invoice587;frozen vegetables,cake,light cream,mashed potato
Invoice588;milk
Invoice589;turkey,eggs,barbecue sauce
Invoice590;escalope
Invoice591;parmesan cheese,french fries
Invoice592;energy bar,eggs
Invoice593;soup,escalope,mint
Invoice594;muffins,chicken,zucchini
Invoice595;burgers,eggs,french fries,cookies,green tea
Invoice596;spaghetti
Invoice597;avocado,energy bar,chocolate
Invoice598;cookies
Invoice599;green tea
Invoice600;whole wheat pasta,spaghetti,mineral water,olive oil
Invoice601;grated cheese,frozen vegetables,eggs,gums,escalope,low fat yogurt
Invoice602;grated cheese,herb & pepper,mineral water,pancakes,chocolate,escalope,tomato juice
Invoice603;chocolate,spaghetti,yams,flax seed,salmon,frozen smoothie
Invoice604;burger sauce,oil
Invoice605;eggs,french fries,energy drink
Invoice606;mineral water
Invoice607;grated cheese,ground beef,mineral water,olive oil
Invoice608;eggs,low fat yogurt
Invoice609;parmesan cheese,spaghetti,soda,pet food,white wine
Invoice610;turkey,shrimp,olive oil,chicken,eggs,extra dark chocolate,melons,fresh bread
Invoice611;pickles,ground beef,yams,milk,strong cheese,salmon,muffins,french fries,escalope
Invoice612;pepper,spaghetti,light cream
Invoice613;frozen vegetables,mineral water,eggs
Invoice614;spaghetti,chicken,tea,pancakes,gluten free bar
Invoice615;fresh tuna,turkey,herb & pepper,spaghetti,mineral water,mint
Invoice616;spaghetti,mineral water,cooking oil,escalope
Invoice617;soup
Invoice618;burgers,herb & pepper,spaghetti
Invoice619;cookies,shallot,strawberries
Invoice620;fresh tuna,chocolate,shrimp,whole wheat pasta,pepper,mineral water,soup,milk,salmon
Invoice621;yams,mineral water,avocado,milk,butter,cooking oil,chocolate,cottage cheese
Invoice622;ham,eggs,french fries,energy drink
Invoice623;mineral water,avocado
Invoice624;cookies
Invoice625;chocolate,butter,eggs,green tea,cottage cheese,mayonnaise
Invoice626;eggs,mushroom cream sauce,low fat yogurt
Invoice627;antioxydant juice,chocolate
Invoice628;ground beef,spaghetti,french fries,green tea
Invoice629;cake
Invoice630;turkey,red wine,mineral water,pancakes,eggs,whole wheat rice,cooking oil,chocolate,zucchini
Invoice631;chocolate,parmesan cheese,mineral water,olive oil,bacon
Invoice632;green grapes,gums
Invoice633;shrimp,frozen vegetables,parmesan cheese,milk,eggs,cooking oil,chocolate,french fries
Invoice634;ground beef,mineral water,milk,eggs
Invoice635;escalope
Invoice636;turkey,cookies
Invoice637;ground beef,mineral water,chocolate,green tea
Invoice638;whole wheat pasta,spaghetti,olive oil,butter,chocolate,french fries,tomato juice,low fat yogurt
Invoice639;red wine
Invoice640;frozen vegetables,mineral water,eggs,gums,cooking oil,frozen smoothie,cottage cheese,low fat yogurt
Invoice641;turkey,grated cheese,energy bar,vegetables mix,brownies
Invoice642;turkey,burgers,nonfat milk,cooking oil,energy drink
Invoice643;french fries,low fat yogurt
Invoice644;muffins
Invoice645;herb & pepper,mineral water,salmon,whole wheat rice,cake,green tea
Invoice646;mineral water,cake,chocolate,low fat yogurt,candy bars
Invoice647;grated cheese,mineral water,chocolate,soup,milk,olive oil,light cream,chicken
Invoice648;mineral water,strawberries
Invoice649;escalope
Invoice650;grated cheese,parmesan cheese,butter,whole wheat rice,cooking oil
Invoice651;ground beef,mint
Invoice652;cookies
Invoice653;ground beef,avocado,milk,chicken,rice
Invoice654;frozen vegetables,soup,eggs,low fat yogurt
Invoice655;herb & pepper,ground beef,spaghetti,mineral water,chocolate,black tea,french wine,pancakes,rice,green tea,toothpaste
Invoice656;shrimp,parmesan cheese,mineral water,eggs,cake,oil,cooking oil,toothpaste,low fat yogurt
Invoice657;ham,herb & pepper,frozen vegetables,tomatoes,spaghetti,olive oil,black tea,vegetables mix,cooking oil,green tea,frozen smoothie,mint
Invoice658;chicken,cider,eggs
Invoice659;shrimp,tomato sauce,mineral water,chocolate,escalope,mint
Invoice660;energy drink
Invoice661;ham,spaghetti,mineral water,energy bar,eggs,cooking oil,pancakes,fresh bread,low fat yogurt
Invoice662;shrimp,frozen vegetables,tomatoes
Invoice663;turkey,herb & pepper,frozen vegetables,ground beef,yams,mineral water,salmon
Invoice664;shrimp,mineral water
Invoice665;turkey,ground beef,spaghetti,soup,escalope,yogurt cake
Invoice666;shrimp,pepper,mineral water,soup,milk,eggs,rice,barbecue sauce,clothes accessories,cookies
Invoice667;burgers,pancakes
Invoice668;low fat yogurt
Invoice669;mineral water,milk
Invoice670;milk
Invoice671;chocolate
Invoice672;whole wheat pasta,mineral water,olive oil,pancakes
Invoice673;yams,mineral water,eggs,cake
Invoice674;turkey,french fries
Invoice675;shrimp,spaghetti,yams,mineral water,chocolate,olive oil,light cream,chicken,green tea,french fries,sandwich,white wine
Invoice676;mineral water,milk,salmon,green tea,cookies,fresh bread
Invoice677;spaghetti,olive oil
Invoice678;herb & pepper,spaghetti
Invoice679;spaghetti,mineral water,soup,salmon,pancakes,chicken,mint green tea,low fat yogurt
Invoice680;frozen vegetables,whole wheat pasta,ground beef,mineral water,chocolate,milk,olive oil,almonds,french wine,yogurt cake,fresh bread
Invoice681;green tea
Invoice682;burgers,grated cheese,spaghetti,nonfat milk,eggs,gums,chocolate,tomato juice,low fat yogurt
Invoice683;ham,ground beef,olive oil,energy bar,chicken,brownies,white wine
Invoice684;whole wheat pasta,mineral water,olive oil,cooking oil,frozen smoothie,green tea
Invoice685;vegetables mix,champagne
Invoice686;olive oil
Invoice687;herb & pepper,ground beef,escalope,pancakes,green tea
Invoice688;herb & pepper,frozen vegetables,ground beef,tomato sauce,spaghetti,mineral water,milk,french wine,eggs,whole wheat rice,chocolate,escalope,hot dogs,green tea
Invoice689;yams,carrots
Invoice690;chicken
Invoice691;turkey,burgers,herb & pepper,ground beef,yams,mineral water,avocado,milk,almonds,muffins,eggs,french fries
Invoice692;whole wheat pasta,salmon,antioxydant juice,mint green tea
Invoice693;chocolate,french fries,strawberries,fresh bread
Invoice694;burgers,chocolate,shrimp,whole wheat pasta,ground beef,soup,energy bar, asparagus
Invoice695;mineral water,butter,pancakes,french fries,frozen smoothie,white wine,low fat yogurt
Invoice696;muffins,eggs
Invoice697;turkey,shrimp,frozen vegetables,eggs
Invoice698;burgers,eggs,yogurt cake
Invoice699;burgers,fresh tuna,shrimp,frozen vegetables,whole wheat pasta,yams,mineral water,olive oil,almonds,cake,chicken,extra dark chocolate
Invoice700;herb & pepper,ground beef,mineral water,chicken
Invoice701;frozen smoothie
Invoice702;chicken,tomato juice
Invoice703;whole wheat pasta,olive oil
Invoice704;milk,energy bar,green tea
Invoice705;grated cheese,herb & pepper
Invoice706;escalope,green tea
Invoice707;soup,meatballs,milk,almonds,green tea
Invoice708;herb & pepper,pet food,cookies
Invoice709;grated cheese,whole wheat pasta,olive oil,energy bar,light cream,oil,french fries,pancakes,low fat yogurt
Invoice710;honey
Invoice711;parmesan cheese,mineral water,fromage blanc,eggs,honey,frozen smoothie
Invoice712;bramble,zucchini
Invoice713;ground beef,pepper,milk,eggs,green tea,chocolate,white wine
Invoice714;chocolate,red wine,butter,french fries,cookies,low fat yogurt
Invoice715;chocolate,spaghetti,bug spray
Invoice716;cookies
Invoice717;spaghetti,mineral water,vegetables mix,eggs,whole wheat rice,fresh bread
Invoice718;chocolate,grated cheese,mineral water,salmon,whole wheat rice,burger sauce,escalope,mushroom cream sauce,low fat yogurt
Invoice719;spaghetti,champagne
Invoice720;frozen vegetables,mineral water
Invoice721;mineral water,body spray,low fat yogurt
Invoice722;herb & pepper,red wine,whole wheat pasta,cake,tomato juice
Invoice723;burgers,parmesan cheese,eggs,french fries,hot dogs
Invoice724;mineral water,eggs,pancakes
Invoice725;eggs,french fries
Invoice726;shrimp,frozen vegetables,tomatoes,spaghetti
Invoice727;mineral water,almonds,pancakes,chocolate,french fries,green tea
Invoice728;cake,french fries,escalope
Invoice729;frozen vegetables,spaghetti,mineral water,milk,black tea,french wine,cider,chutney,salmon
Invoice730;almonds,cake,low fat yogurt
Invoice731;french fries
Invoice732;hot dogs
Invoice733;mineral water,soup,chicken,light cream,green tea,chocolate,champagne,low fat yogurt
Invoice734;ground beef,olive oil
Invoice735;french fries,cookies,green tea
Invoice736;soup,blueberries,cooking oil,chocolate,cookies,champagne,salt
Invoice737;chocolate,french fries,frozen smoothie,escalope,fresh bread
Invoice738;yams,mint
Invoice739;frozen vegetables,ground beef,salmon,muffins,chocolate,magazines
Invoice740;fresh tuna,herb & pepper,parmesan cheese,milk,olive oil,pancakes,honey,cake,chocolate
Invoice741;grated cheese,shrimp,butter,whole wheat rice,french fries,escalope,cookies,cottage cheese
Invoice742;energy bar,eggs,french fries,champagne,body spray
Invoice743;burgers,eggs,french fries
Invoice744;burgers,shrimp,mineral water,milk,eggs,chocolate,french fries,fresh bread
Invoice745;ground beef,mineral water,chocolate,milk,chicken,nonfat milk,green tea
Invoice746;mineral water,chicken
Invoice747;turkey,ground beef,spaghetti,milk,eggs,cake
Invoice748;french fries,green tea
Invoice749;french fries,escalope
Invoice750;turkey,sparkling water
Invoice751;whole wheat pasta,mineral water,olive oil,carrots,protein bar,low fat yogurt
Invoice752;cookies
Invoice753;turkey,grated cheese,honey,green beans,french fries
Invoice754;turkey,red wine,mineral water,chocolate,soup,light cream,rice,oil,chicken,barbecue sauce
Invoice755;turkey,eggs
Invoice756;low fat yogurt
Invoice757;nonfat milk,low fat yogurt
Invoice758;frozen vegetables,low fat yogurt
Invoice759;herb & pepper,parmesan cheese,whole wheat pasta,mineral water,milk,eggs,low fat yogurt,mint
Invoice760;yogurt cake,mint
Invoice761;sandwich,salt
Invoice762;shrimp,fresh bread,green tea
Invoice763;pepper,tomato sauce,escalope
Invoice764;mineral water,cake,protein bar,toothpaste
Invoice765;candy bars
Invoice766;red wine
Invoice767;spaghetti,mineral water,honey,strawberries
Invoice768;mineral water,eggs,green tea
Invoice769;grated cheese,frozen vegetables,parmesan cheese,french wine,french fries,fresh bread,green tea
Invoice770;frozen vegetables,parmesan cheese,whole wheat pasta,spaghetti,mineral water,chocolate,avocado,milk,olive oil,muffins,cake
Invoice771;chocolate,grated cheese,shrimp,spaghetti,olive oil,honey,strawberries,mint
Invoice772;spaghetti,strawberries
Invoice773;burgers,chocolate,mushroom cream sauce
Invoice774;mineral water,olive oil,extra dark chocolate
Invoice775;eggs,green tea
Invoice776;tomato juice
Invoice777;muffins,low fat yogurt
Invoice778;soup,olive oil,pancakes,light cream,champagne,low fat yogurt
Invoice779;mineral water,vegetables mix,low fat yogurt
Invoice780;pepper,mineral water,avocado,pancakes,eggs,honey,green tea,chocolate
Invoice781;pickles,burgers,almonds,honey,frozen smoothie
Invoice782;bug spray,clothes accessories,cottage cheese
Invoice783;frozen vegetables,ground beef,spaghetti,pancakes,honey,whole wheat rice,green beans,french fries,frozen smoothie,mashed potato
Invoice784;spaghetti,mineral water,milk
Invoice785;pancakes
Invoice786;muffins
Invoice787;frozen vegetables,oil,cereals
Invoice788;turkey,shrimp,mineral water,milk,almonds,strong cheese,cake,frozen smoothie
Invoice789;chocolate,rice,eggplant,hand protein bar,zucchini
Invoice790;spaghetti,meatballs,nonfat milk,hot dogs
Invoice791;frozen vegetables,cake,cookies,pancakes
Invoice792;butter,bug spray,french fries,yogurt cake,green tea
Invoice793;herb & pepper
Invoice794;soup,milk,cider,chicken,green beans
Invoice795;shrimp,spaghetti,mineral water,avocado,milk,salmon,frozen smoothie,escalope,hot dogs
Invoice796;milk,whole wheat rice,escalope,champagne
Invoice797;escalope,pasta,mushroom cream sauce
Invoice798;parmesan cheese
Invoice799;grated cheese,spaghetti,french fries
Invoice800;burgers,shrimp,whole wheat pasta,spaghetti,mineral water,milk,olive oil,chicken,salmon,pancakes,cake
Invoice801;turkey,chocolate,grated cheese,frozen vegetables,ground beef,spaghetti,milk,butter,bacon,whole wheat rice
Invoice802;turkey,pepper,chocolate,fromage blanc,eggs,green tea,escalope
Invoice803;tomatoes,ground beef,avocado,milk,pancakes,green tea
Invoice804;turkey,mineral water,green tea,protein bar
Invoice805;mineral water,low fat yogurt
Invoice806;pancakes,tomato juice,candy bars
Invoice807;yams,avocado,bacon,oil,french fries,brownies,pancakes,zucchini,green tea
Invoice808;shrimp,spaghetti,mineral water,soup,milk,olive oil,chicken,cake,burger sauce,oil
Invoice809;chicken,cooking oil,tea
Invoice810;burgers,soup,vegetables mix,pancakes,body spray,melons,protein bar,asparagus,mayonnaise,mint,green tea
Invoice811;shrimp,pepper
Invoice812;spaghetti,olive oil,blueberries
Invoice813;muffins
Invoice814;grated cheese,herb & pepper,muffins,eggs,low fat yogurt
Invoice815;grated cheese,frozen vegetables,spaghetti,milk,gums,light cream,cooking oil,gluten free bar
Invoice816;pepper,pancakes,french fries,tomato juice
Invoice817;frozen vegetables,tomatoes,parmesan cheese,ground beef,tomato sauce,milk,extra dark chocolate,melons,mint,green tea
Invoice818;olive oil,chicken,chocolate,cookies,green tea
Invoice819;whole wheat pasta,ground beef,spaghetti,chocolate,french wine,pancakes,eggs,frozen smoothie,sandwich,tomato juice
Invoice820;eggs,cottage cheese
Invoice821;muffins,cottage cheese
Invoice822;green tea,frozen smoothie,white wine
Invoice823;mineral water,chocolate,rice,champagne
Invoice824;mineral water
Invoice825;shrimp,whole wheat pasta,meatballs,milk
Invoice826;herb & pepper,parmesan cheese,ground beef,pepper,spaghetti,cream,black tea,almonds,french wine,pancakes,eggs
Invoice827;grated cheese,shrimp,parmesan cheese,ground beef,mineral water,mint
Invoice828;mineral water,rice
Invoice829;pancakes
Invoice830;mineral water,honey
Invoice831;burgers,ground beef,pancakes,salt
Invoice832;parmesan cheese,soda,french fries,brownies
Invoice833;whole wheat rice
Invoice834;ground beef,spaghetti,chicken,rice,oil,cooking oil,hot dogs,mint
Invoice835;butter,chocolate
Invoice836;pepper
Invoice837;herb & pepper,chocolate,champagne,yogurt cake,green tea
Invoice838;grated cheese,mineral water,eggs,escalope
Invoice839;cookies,yogurt cake,light mayo,green tea
Invoice840;milk,cooking oil
Invoice841;milk,olive oil,light cream,cooking oil,chicken,extra dark chocolate,cereals,french fries,frozen smoothie,pancakes,tomato juice,fresh bread,low fat yogurt
Invoice842;tomatoes,soup,avocado,milk,yogurt cake,energy drink,low fat yogurt,green tea
Invoice843;ham,chocolate,ground beef,mineral water,oil
Invoice844;green tea,champagne,escalope
Invoice845;chocolate
Invoice846;escalope,pasta
Invoice847;burgers,mineral water,olive oil,rice,antioxydant juice,frozen smoothie
Invoice848;green tea
Invoice849;grated cheese,tomato sauce,spaghetti,milk,pancakes,energy drink,white wine
Invoice850;turkey,spaghetti,strong cheese,strawberries
Invoice851;muffins
Invoice852;ground beef,spaghetti,cider,cooking oil,cookies
Invoice853;burgers,frozen vegetables,parmesan cheese,spaghetti,fromage blanc,vegetables mix,pancakes,honey,hot dogs,low fat yogurt
Invoice854;ground beef
Invoice855;green beans
Invoice856;frozen vegetables,mineral water,honey,whole wheat rice,champagne,escalope
Invoice857;parmesan cheese,milk,butter,black tea,eggs,frozen smoothie,light mayo,shampoo,low fat yogurt,green tea
Invoice858;mineral water,cake
Invoice859;turkey,mineral water,milk,pancakes,whole wheat rice,cooking oil,frozen smoothie,cookies,green tea
Invoice860;avocado,chocolate,french fries
Invoice861;green tea
Invoice862;chocolate,eggs,bug spray
Invoice863;grated cheese,muffins,french fries,body spray
Invoice864;mineral water,eggs,blueberries,soda,escalope
Invoice865;whole wheat rice
Invoice866;nonfat milk,cookies,mushroom cream sauce
Invoice867;french fries,champagne
Invoice868;mineral water,salmon
Invoice869;olive oil
Invoice870;turkey,tomatoes,ground beef,soup,milk,butter,honey,cake,mint green tea,brownies,salt
Invoice871;parmesan cheese,spaghetti,mineral water,chocolate,napkins,low fat yogurt
Invoice872;burgers,parmesan cheese,chocolate,soup,milk,olive oil,energy bar,butter,almonds,fromage blanc,eggs,cake,pancakes
Invoice873;shrimp,honey,pasta,energy drink,green tea
Invoice874;fresh tuna,chocolate,milk,french wine,muffins,pancakes,champagne,frozen smoothie
